time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-27 00:00:00+00:00,17.0,1.0,14,3
2024-01-28 00:00:00+00:00,74.0,1.0,124,8
2024-01-29 00:00:00+00:00,101.0,5.0,135,10
2024-01-30 00:00:00+00:00,9.0,5.0,83,13
2024-01-31 00:00:00+00:00,,,60,9
2024-02-01 00:00:00+00:00,39.0,2.0,102,20
2024-02-02 00:00:00+00:00,51.0,1.0,122,11
2024-02-03 00:00:00+00:00,8.0,4.0,12,6
2024-02-04 00:00:00+00:00,121.0,3.0,319,13
2024-02-05 00:00:00+00:00,115.0,7.0,244,19
2024-02-06 00:00:00+00:00,62.0,2.0,177,13
2024-02-07 00:00:00+00:00,63.0,5.0,227,14
2024-02-08 00:00:00+00:00,68.0,1.0,199,9
2024-02-09 00:00:00+00:00,110.0,5.0,172,11
2024-02-10 00:00:00+00:00,20.0,1.0,67,4
