referrer,views_total,views_unique
github.com,916,29
mflowcode.github.io,264,26
Google,121,20
search.brave.com,32,1
Bing,9,4
statics.teams.cdn.office.net,7,1
comp-physics.group,6,3
mail.google.com,4,1
Yahoo,3,1
yandex.ru,1,1
