time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-06 00:00:00+00:00,95,2,218,14
2024-05-07 00:00:00+00:00,34,8,173,11
2024-05-08 00:00:00+00:00,6,2,250,28
2024-05-09 00:00:00+00:00,6,2,80,13
2024-05-10 00:00:00+00:00,159,4,436,19
2024-05-11 00:00:00+00:00,28,8,155,11
2024-05-12 00:00:00+00:00,41,4,223,12
2024-05-13 00:00:00+00:00,220,5,1053,28
2024-05-14 00:00:00+00:00,121,9,570,24
2024-05-15 00:00:00+00:00,126,4,258,17
2024-05-16 00:00:00+00:00,167,7,420,26
2024-05-17 00:00:00+00:00,160,4,425,20
2024-05-18 00:00:00+00:00,55,3,182,10
2024-05-19 00:00:00+00:00,98,4,225,7
