time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-07 00:00:00+00:00,44,7,149,17
2025-05-08 00:00:00+00:00,132,11,105,13
2025-05-09 00:00:00+00:00,139,10,279,29
2025-05-10 00:00:00+00:00,79,5,115,13
2025-05-11 00:00:00+00:00,16,8,112,12
2025-05-12 00:00:00+00:00,17,12,140,30
2025-05-13 00:00:00+00:00,84,13,249,24
2025-05-14 00:00:00+00:00,114,9,364,21
2025-05-15 00:00:00+00:00,100,10,157,23
2025-05-16 00:00:00+00:00,137,7,158,25
2025-05-17 00:00:00+00:00,200,12,395,19
2025-05-18 00:00:00+00:00,38,3,158,17
2025-05-19 00:00:00+00:00,273,13,238,28
2025-05-20 00:00:00+00:00,96,8,224,28
